"Ticker","CurrentPrice","ATH","ATHDate","PercentageDiff","IsRecent","DaysSinceATH"
"HIG","97.56","106.02","22/05/2007 00:00:00","7.98","True","6138"
"HIVE","3.37","26.85","19/02/2021 00:00:00","87.45","True","1116"
"HIFS","173.00","431.05","04/01/2022 00:00:00","59.87","True","797"
"HLLY","4.05","14.52","16/03/2022 00:00:00","72.11","True","726"
"HLI","123.96","131.85","23/02/2024 00:00:00","5.98","True","17"
"HLN","8.54","9.00","20/04/2023 00:00:00","5.06","True","326"
"HIW","24.67","55.74","01/08/2016 00:00:00","55.74","True","2779"
"HLMN","9.75","13.34","13/08/2021 00:00:00","26.91","True","941"
"HIX","4.49","15.38","09/06/1998 00:00:00","70.83","True","9407"
"HLP","1.42","5.30","21/11/2023 00:00:00","73.21","True","111"
"HLF","9.66","61.47","04/02/2019 00:00:00","84.28","True","1862"
"HLTH","0.26","20.00","24/09/2021 00:00:00","98.70","True","899"
"HIO","3.94","12.75","21/01/1998 00:00:00","69.13","True","9546"
"HLXB","10.34","10.60","15/02/2024 00:00:00","2.45","True","25"
"HLNE","107.33","119.83","22/01/2024 00:00:00","10.43","True","49"
"HL","4.20","16.12","14/02/1990 00:00:00","73.92","True","12444"
"HLVX","18.25","22.01","13/09/2022 00:00:00","17.08","True","545"
"HLT","203.82","205.71","08/03/2024 00:00:00","0.92","True","3"
"HLIO","45.02","114.18","18/11/2021 00:00:00","60.57","True","844"
"HLIT","13.06","152.38","06/03/2000 00:00:00","91.43","True","8771"
"HL_B","4.06","16.12","14/02/1990 00:00:00","74.82","True","12444"
"HNNAZ","23.80","26.70","20/01/2022 00:00:00","10.86","True","781"
"HMST","15.09","57.15","10/01/2022 00:00:00","73.60","True","791"
"HNRA","1.94","12.12","27/10/2023 00:00:00","83.99","True","136"
"HNST","4.54","23.00","05/05/2021 00:00:00","80.26","True","1041"
"HNVR","16.23","21.69","16/06/2022 00:00:00","25.17","True","634"
"HMNF","20.40","36.09","20/07/2006 00:00:00","43.47","True","6444"
"HLX","9.44","46.84","12/10/2007 00:00:00","79.85","True","5995"
"HOFVW","0.02","0.02","11/03/2024 00:00:00","0.00","True","0"
"HMC","34.92","44.49","18/02/2011 00:00:00","21.50","True","4770"
"HNNA","6.75","25.90","09/08/2016 00:00:00","73.94","True","2771"
"HOFV","3.67","312.40","17/06/2020 00:00:00","98.83","True","1363"
"HMY","7.42","18.87","28/05/2002 00:00:00","60.70","True","7958"
"HMN","35.01","47.68","12/09/2019 00:00:00","26.56","True","1642"
"HOLOW","0.10","0.10","08/03/2024 00:00:00","0.00","True","3"
"HNI","42.89","61.55","08/02/2006 00:00:00","30.32","True","6606"
"HOLO","5.19","129.60","23/01/2023 00:00:00","96.00","True","413"
"HNW","11.57","25.19","04/06/2007 00:00:00","54.07","True","6125"
"HNRG","8.09","15.62","17/10/2023 00:00:00","48.21","True","146"
"HOOD","17.02","70.39","04/08/2021 00:00:00","75.82","True","950"
"HOFT","22.85","51.80","06/12/2017 00:00:00","55.89","True","2287"
"HOOK","0.77","19.51","18/05/2021 00:00:00","96.06","True","1028"
"HONE","10.26","15.38","08/06/2021 00:00:00","33.29","True","1007"
"HOUR","1.38","7.99","07/01/2022 00:00:00","82.75","True","794"
"HOTH","1.33","213.25","15/02/2019 00:00:00","99.38","True","1851"
"HOVR","2.90","10.92","30/08/2023 00:00:00","73.40","True","194"
"HOMB","23.95","29.45","01/03/2017 00:00:00","18.68","True","2567"
"HOVRW","0.07","0.07","11/03/2024 00:00:00","0.00","True","0"
"HOLI","25.51","27.61","12/03/2018 00:00:00","7.61","True","2191"
"HOUS","5.93","54.85","21/05/2013 00:00:00","89.18","True","3947"
"HPCO","0.21","8.35","01/09/2022 00:00:00","97.53","True","557"
"HOG","38.75","75.50","22/11/2006 00:00:00","48.68","True","6319"
"HOWL","6.36","20.31","02/07/2021 00:00:00","68.68","True","983"
"HOPE","11.27","22.69","25/01/2017 00:00:00","50.33","True","2602"
"HPK","14.44","37.69","22/04/2022 00:00:00","61.68","True","689"
"HON","200.49","234.18","11/08/2021 00:00:00","14.39","True","943"
"HOVNP","18.25","25.09","15/02/2007 00:00:00","27.26","True","6234"
"HPE","17.74","19.41","06/03/2018 00:00:00","8.60","True","2197"
"HOLX","76.44","87.67","01/05/2023 00:00:00","12.81","True","315"
"HPKEW","8.80","25.91","22/04/2022 00:00:00","66.04","True","689"
"HPI","16.45","26.88","16/03/2004 00:00:00","38.80","True","7300"
"HPF","16.45","27.08","31/03/2004 00:00:00","39.24","True","7285"
"HOV","141.70","1,829.75","20/07/2005 00:00:00","92.26","True","6809"
"HPP_C","6.85","38.70","14/02/2020 00:00:00","82.30","True","1487"
"HPP","6.77","38.70","14/02/2020 00:00:00","82.51","True","1487"
"HQY","80.81","100.44","07/11/2018 00:00:00","19.55","True","1951"
"HPS","15.28","25.61","01/04/2004 00:00:00","40.34","True","7284"
"HRMY","30.79","60.91","05/12/2022 00:00:00","49.45","True","462"
"HP","38.79","118.29","03/07/2014 00:00:00","67.21","True","3539"
"HQI","12.56","105.00","05/12/2005 00:00:00","88.03","True","6671"
"HROWL","24.45","27.05","11/01/2022 00:00:00","9.61","True","790"
"HRI","155.54","196.39","09/11/2021 00:00:00","20.80","True","853"
"HPQ","30.67","40.34","01/06/2022 00:00:00","23.98","True","649"
"HROWM","26.33","26.49","01/03/2024 00:00:00","0.60","True","10"
"HQH","17.15","40.00","17/02/2000 00:00:00","57.12","True","8789"
"HQL","13.86","41.06","18/02/2000 00:00:00","66.25","True","8788"
"HR","13.70","44.02","07/02/2007 00:00:00","68.88","True","6242"
"HRT","14.18","19.10","26/11/2021 00:00:00","25.76","True","836"
"HROW","10.47","138.00","04/10/2007 00:00:00","92.41","True","6003"
"HRB","47.75","50.49","04/03/2024 00:00:00","5.43","True","7"
"HRYU","0.34","6.77","14/08/2023 00:00:00","94.95","True","210"
"HRL","34.49","54.81","21/04/2022 00:00:00","37.07","True","690"
"HSAI","5.75","22.43","13/02/2023 00:00:00","74.36","True","392"
"HRTG","7.10","27.11","17/07/2015 00:00:00","73.82","True","3160"
"HSCSW","0.05","0.05","08/03/2024 00:00:00","0.00","True","3"
"HSCS","0.12","3.40","03/02/2023 00:00:00","96.53","True","402"
"HSHP","8.02","8.38","23/02/2024 00:00:00","4.30","True","17"
"HRZN","11.77","18.50","15/11/2021 00:00:00","36.38","True","847"
"HSDT","5.90","34,851.25","11/10/2017 00:00:00","99.98","True","2343"
"HSPO","10.84","10.84","08/03/2024 00:00:00","0.00","True","3"
"HSPOR","0.08","0.08","08/03/2024 00:00:00","0.00","True","3"
"HSPOW","0.02","0.02","07/03/2024 00:00:00","0.00","True","4"
"HSBC","37.02","99.52","31/10/2007 00:00:00","62.80","True","5976"
"HRTX","2.71","1,270.00","13/01/1992 00:00:00","99.79","True","11746"
"HSON","14.26","278.50","15/12/2005 00:00:00","94.88","True","6661"
"HSII","32.92","74.00","20/07/2000 00:00:00","55.51","True","8635"
"HTCR","0.98","4.95","10/02/2022 00:00:00","80.20","True","760"
"HSIC","74.91","91.96","13/04/2022 00:00:00","18.54","True","698"
"HTBI","25.53","32.51","14/01/2022 00:00:00","21.47","True","787"
"HTFB","23.80","26.33","12/10/2021 00:00:00","9.62","True","881"
"HTFC","23.98","25.53","06/09/2022 00:00:00","6.07","True","552"
"HSTM","26.46","39.46","18/10/2013 00:00:00","32.94","True","3797"
"HTD","19.44","28.44","30/09/2019 00:00:00","31.64","True","1624"
"HTIBP","15.76","25.60","25/02/2022 00:00:00","38.45","True","745"
"HTIA","15.60","26.50","19/08/2021 00:00:00","41.13","True","935"
"HST","20.72","29.11","03/01/1990 00:00:00","28.82","True","12486"
"HTBK","8.59","27.25","08/02/2007 00:00:00","68.48","True","6241"
"HTHT","36.14","61.92","12/02/2021 00:00:00","41.63","True","1123"
"HSY","197.82","276.35","01/05/2023 00:00:00","28.42","True","315"
"HTGC","18.15","18.91","20/04/2022 00:00:00","4.02","True","691"
"HTH","31.75","39.37","12/03/2021 00:00:00","19.34","True","1095"
"HTLFP","24.93","28.99","07/04/2021 00:00:00","14.00","True","1069"
"HTOO","1.74","24.68","14/01/2021 00:00:00","92.95","True","1152"
"HTOOW","0.17","12.69","19/01/2021 00:00:00","98.70","True","1147"
"HTZWW","4.53","4.53","11/03/2024 00:00:00","0.00","True","0"
"HUBCW","0.02","0.02","11/03/2024 00:00:00","0.00","True","0"
"HTZ","7.96","35.06","02/11/2021 00:00:00","77.31","True","860"
"HUBC","1.18","123.60","30/12/2022 00:00:00","99.05","True","437"
"HUDA","10.52","10.66","09/10/2023 00:00:00","1.31","True","154"
"HUDI","2.70","180.00","04/11/2022 00:00:00","98.50","True","493"
"HUIZ","0.66","14.49","02/03/2020 00:00:00","95.47","True","1470"
"HUGE","0.80","139.70","21/09/2018 00:00:00","99.43","True","1998"
"HTLF","34.65","61.70","21/08/2018 00:00:00","43.84","True","2029"
"HUMAW","0.62","0.62","11/03/2024 00:00:00","0.00","True","0"
"HUBS","607.45","852.08","16/11/2021 00:00:00","28.71","True","846"
"HUMA","3.34","16.99","01/09/2021 00:00:00","80.34","True","922"
"HTLD","12.20","27.71","26/12/2014 00:00:00","55.97","True","3363"
"HTY","5.15","20.40","28/09/2007 00:00:00","74.75","True","6009"
"HUYA","4.68","48.57","18/06/2018 00:00:00","90.36","True","2093"
"HUT","7.70","79.50","08/11/2021 00:00:00","90.31","True","854"
"HUN","26.39","41.20","18/02/2022 00:00:00","35.95","True","752"
"HUBG","42.38","49.62","07/02/2023 00:00:00","14.58","True","398"
"HURN","97.83","108.51","01/12/2023 00:00:00","9.84","True","101"
"HUM","341.55","563.00","03/11/2022 00:00:00","39.33","True","494"
"HUBB","387.98","393.14","08/03/2024 00:00:00","1.31","True","3"
"HUSA","1.29","255.50","06/07/2011 00:00:00","99.50","True","4632"
"HWCPZ","24.67","29.25","22/09/2021 00:00:00","15.66","True","901"
"HWH","1.40","11.28","25/07/2023 00:00:00","87.59","True","230"
"HURC","21.25","60.00","12/10/2007 00:00:00","64.58","True","5995"
"HWM_","67.74","69.38","07/03/2024 00:00:00","2.36","True","4"
"HWM","65.93","69.38","07/03/2024 00:00:00","4.97","True","4"
"HYAC","10.42","10.42","11/03/2024 00:00:00","0.00","True","0"
"HY","57.75","106.12","06/03/2014 00:00:00","45.58","True","3658"
"HYFM","0.82","93.20","16/02/2021 00:00:00","99.12","True","1119"
"HVT_A","33.54","51.88","07/06/2021 00:00:00","35.35","True","1008"
"HWBK","20.41","32.30","29/07/2003 00:00:00","36.80","True","7531"
"HVT","33.12","51.88","07/06/2021 00:00:00","36.16","True","1008"
"HYMCW","0.02","0.02","11/03/2024 00:00:00","0.00","True","0"
"HYLN","1.79","55.85","02/09/2020 00:00:00","96.80","True","1286"
"HYMCL","0.02","2.95","09/11/2020 00:00:00","99.25","True","1218"
"HYZN","0.68","17.76","08/02/2021 00:00:00","96.18","True","1127"
"HYW","1.35","9.90","26/03/2021 00:00:00","86.36","True","1081"
"HYPR","1.20","10.92","22/12/2021 00:00:00","89.01","True","810"
"HYMC","2.43","158.20","06/08/2020 00:00:00","98.46","True","1313"
"HYZNW","0.03","0.03","11/03/2024 00:00:00","0.00","True","0"
"HYI","12.10","20.02","01/11/2010 00:00:00","39.57","True","4879"
"HWC","44.40","57.99","19/09/2008 00:00:00","23.43","True","5652"
"HWKN","70.55","73.40","19/12/2023 00:00:00","3.88","True","83"
"IAS","9.71","26.40","11/11/2021 00:00:00","63.22","True","851"
"IAUX","1.55","3.09","21/03/2022 00:00:00","49.68","True","721"
"HXL","75.31","85.33","05/09/2019 00:00:00","11.74","True","1649"
"HYT","9.75","15.44","27/12/2004 00:00:00","36.85","True","7014"
"IAE","6.29","25.31","17/04/2007 00:00:00","75.15","True","6173"
"IAG","3.11","23.25","20/09/2011 00:00:00","86.62","True","4556"
"IBEX","15.38","29.64","16/02/2023 00:00:00","48.11","True","389"
"IART","36.38","76.63","27/04/2021 00:00:00","52.52","True","1049"
"HZO","31.07","66.48","10/05/2021 00:00:00","53.26","True","1036"
"IAC","51.81","175.18","17/02/2021 00:00:00","70.42","True","1118"
"IBKR","107.23","111.06","04/03/2024 00:00:00","3.45","True","7"
"HYB","7.25","32.50","08/01/1990 00:00:00","77.69","True","12481"
"IBIO","1.17","29,250.00","18/01/2011 00:00:00","100.00","True","4801"
"IBTX","45.64","79.81","08/06/2021 00:00:00","42.82","True","1007"
"IBRX","5.50","42.25","22/02/2021 00:00:00","86.98","True","1113"
"IAF","4.17","18.50","23/07/2007 00:00:00","77.48","True","6076"
"IBN","26.05","26.48","01/03/2024 00:00:00","1.64","True","10"
"ICCM","1.25","11.33","07/09/2021 00:00:00","89.01","True","916"
"ICCT","1.37","7.83","06/09/2023 00:00:00","82.45","True","187"
"IBP","235.60","242.10","01/03/2024 00:00:00","2.68","True","10"
"ICCH","15.20","18.50","28/04/2023 00:00:00","17.84","True","318"
"ICG","8.50","13.70","22/12/2023 00:00:00","37.93","True","80"
"IBM","193.41","206.31","14/03/2013 00:00:00","6.25","True","4015"
"IBCP","24.41","285.62","07/03/2005 00:00:00","91.45","True","6944"
"ICD","1.63","238.80","02/09/2014 00:00:00","99.32","True","3478"
"ICHR","42.00","62.18","05/04/2021 00:00:00","32.45","True","1071"
"ICLK","3.83","183.00","08/02/2021 00:00:00","97.91","True","1127"
"ICAD","1.88","90.62","30/11/1992 00:00:00","97.93","True","11424"
"ICUCW","0.19","0.19","11/03/2024 00:00:00","0.00","True","0"
"IBOC","54.15","55.18","30/01/2024 00:00:00","1.87","True","41"
"ICE","137.16","139.43","06/03/2024 00:00:00","1.62","True","5"
"ICFI","153.50","157.01","04/03/2024 00:00:00","2.24","True","7"
"ICU","0.90","12.35","28/10/2022 00:00:00","92.70","True","500"
"ICCC","5.20","11.88","19/02/2021 00:00:00","56.23","True","1116"
"ICR_A","3.34","15.98","21/02/2014 00:00:00","79.10","True","3671"
"IDAI","1.07","100.00","18/03/2021 00:00:00","98.93","True","1089"
"ICMB","3.37","15.98","21/02/2014 00:00:00","78.91","True","3671"
"ICL","5.09","25.50","19/06/2008 00:00:00","80.02","True","5744"
"IDE","10.30","22.13","30/03/2011 00:00:00","53.47","True","4730"
"IDEX","1.07","42,187.50","26/12/2007 00:00:00","100.00","True","5920"
"ICLR","329.96","340.00","07/03/2024 00:00:00","2.95","True","4"
"IE","8.85","16.41","17/07/2023 00:00:00","46.07","True","238"
"IDYA","44.91","47.13","16/02/2024 00:00:00","4.72","True","24"
"ICUI","104.31","309.75","14/06/2018 00:00:00","66.32","True","2097"
"IFBD","6.50","24,120.00","20/04/2021 00:00:00","99.97","True","1056"
"IDR","8.10","16.38","09/05/2006 00:00:00","50.55","True","6516"
"IDN","1.73","151.36","11/12/2001 00:00:00","98.86","True","8126"
"IFIN","11.37","11.40","04/03/2024 00:00:00","0.31","True","7"
"IDT","37.14","66.40","12/11/2021 00:00:00","44.07","True","850"
"IDCC","104.84","117.19","16/02/2024 00:00:00","10.54","True","24"
"IDA","89.91","118.47","06/04/2022 00:00:00","24.11","True","705"
"IFRX","1.63","51.61","23/04/2019 00:00:00","96.84","True","1784"
"IDXX","553.50","705.76","05/08/2021 00:00:00","21.57","True","949"
"IFS","28.26","47.00","19/07/2019 00:00:00","39.87","True","1697"
"IESC","110.21","405.93","21/04/1998 00:00:00","72.85","True","9456"
"IGIC","12.59","13.75","23/01/2024 00:00:00","8.47","True","48"
"IEX","237.62","242.05","13/12/2022 00:00:00","1.83","True","454"
"IEP","17.56","148.53","09/12/2013 00:00:00","88.18","True","3745"
"IGC","0.34","59.40","24/12/2007 00:00:00","99.43","True","5922"
"IGA","8.67","22.73","19/06/2007 00:00:00","61.86","True","6110"
"IFN","20.94","70.90","26/12/2007 00:00:00","70.47","True","5920"
"IGMS","12.04","121.23","09/02/2021 00:00:00","90.07","True","1126"
"IGI","17.21","24.24","09/10/2012 00:00:00","29.01","True","4171"
"IFF","80.34","156.87","05/01/2018 00:00:00","48.79","True","2257"
"IGD","5.12","22.04","26/12/2006 00:00:00","76.79","True","6285"
"IGTAR","0.11","0.11","11/03/2024 00:00:00","0.00","True","0"
"IGTA","10.84","10.86","04/03/2024 00:00:00","0.19","True","7"
"IGTAW","0.02","0.02","08/03/2024 00:00:00","0.00","True","3"
"IH","1.99","29.86","23/11/2020 00:00:00","93.34","True","1204"
"IGR","5.26","24.68","29/12/2006 00:00:00","78.67","True","6282"
"IHS","2.41","17.43","18/10/2021 00:00:00","86.16","True","875"
"IHRT","2.30","27.93","24/06/2021 00:00:00","91.77","True","991"
"IHD","5.29","20.38","10/05/2011 00:00:00","74.04","True","4689"
"IHTA","7.56","12.30","11/06/2019 00:00:00","38.54","True","1735"
"IHG","105.82","111.69","23/02/2024 00:00:00","5.26","True","17"
"IINN","1.88","9.59","26/10/2021 00:00:00","80.40","True","867"
"IINNW","0.59","2.85","26/10/2021 00:00:00","79.30","True","867"
"IIPR_A","96.88","286.21","15/11/2021 00:00:00","66.15","True","847"
"IKNA","1.62","32.00","26/03/2021 00:00:00","94.94","True","1081"
"IIIV","22.42","36.27","07/02/2020 00:00:00","38.17","True","1494"
"IGT","25.01","49.06","25/02/2008 00:00:00","49.02","True","5859"
"ILAG","0.47","6.51","14/10/2022 00:00:00","92.78","True","514"
"IKT","2.43","59.40","23/12/2020 00:00:00","95.91","True","1174"
"III","4.24","9.56","12/11/2021 00:00:00","55.65","True","850"
"IMAB","1.89","84.43","01/07/2021 00:00:00","97.76","True","984"
"IMAQR","0.09","0.09","04/03/2024 00:00:00","0.00","True","7"
"IIPR","96.12","286.21","15/11/2021 00:00:00","66.42","True","847"
"IMAQ","11.30","11.46","30/08/2023 00:00:00","1.40","True","194"
"ILPT","4.02","28.40","21/10/2021 00:00:00","85.85","True","872"
"IMCC","0.33","102.56","03/03/2021 00:00:00","99.68","True","1104"
"IMCR","62.24","75.36","07/02/2024 00:00:00","17.41","True","33"
"IIF","23.35","64.60","10/12/2007 00:00:00","63.85","True","5936"
"IHT","1.58","19.25","07/02/1992 00:00:00","91.79","True","11721"
"IMMX","3.16","7.27","15/12/2023 00:00:00","56.53","True","87"
"IMNM","26.00","43.24","24/02/2021 00:00:00","39.88","True","1111"
"IMMP","2.60","24.00","20/04/2012 00:00:00","89.16","True","4343"
"ILMN","136.41","524.84","16/08/2021 00:00:00","74.01","True","938"
"IIM","11.95","17.91","01/07/2016 00:00:00","33.31","True","2810"
"IMPP","3.08","112.50","06/12/2021 00:00:00","97.26","True","826"
"IIIN","35.36","47.39","04/05/2022 00:00:00","25.39","True","677"
"IMPPP","23.23","23.23","07/03/2024 00:00:00","0.00","True","4"
"IMRX","6.55","32.84","27/09/2021 00:00:00","80.05","True","896"
"IMRN","3.52","20.00","09/06/2020 00:00:00","82.40","True","1371"
"IMTXW","3.88","3.88","08/03/2024 00:00:00","0.00","True","3"
"IMMR","7.42","72.88","28/03/2000 00:00:00","89.82","True","8749"
"IMTE","2.59","335.00","01/04/2022 00:00:00","99.23","True","710"
"IMKTA","75.82","101.12","12/12/2022 00:00:00","25.01","True","455"
"IMTX","12.36","17.00","22/06/2020 00:00:00","27.29","True","1358"
"INAQ","10.77","10.79","29/12/2023 00:00:00","0.19","True","73"
"IMAX","16.50","43.22","19/06/2015 00:00:00","61.82","True","3188"
"IMVT","32.12","52.71","17/11/2020 00:00:00","39.06","True","1210"
"INAB","1.27","10.00","30/07/2021 00:00:00","87.30","True","955"
"IMNN","0.95","132,580.23","02/03/2000 00:00:00","100.00","True","8775"
"INAQW","0.04","0.62","03/11/2021 00:00:00","92.76","True","859"
"INBS","4.66","2,644.80","23/12/2020 00:00:00","99.82","True","1174"
"IMOS","29.74","56.13","13/01/2004 00:00:00","47.02","True","7363"
"INBX","35.41","50.00","17/12/2020 00:00:00","29.18","True","1180"
"IMXI","20.46","27.03","31/10/2022 00:00:00","24.31","True","497"
"IMUX","1.52","1,332.40","16/06/2014 00:00:00","99.89","True","3556"
"IMO","63.69","64.49","07/03/2024 00:00:00","1.24","True","4"
"INBKZ","23.25","27.35","07/10/2021 00:00:00","14.99","True","886"
"INDI","6.91","15.85","17/11/2021 00:00:00","56.40","True","845"
"INDO","2.11","61.50","07/03/2022 00:00:00","96.57","True","735"
"INCR","1.83","9.15","12/04/2021 00:00:00","80.00","True","1064"
"INFA","31.59","38.83","15/12/2021 00:00:00","18.65","True","817"
"INBK","30.99","52.80","13/01/2022 00:00:00","41.31","True","788"
"INDP","1.99","764.00","26/09/2017 00:00:00","99.74","True","2358"
"INDV","20.92","24.77","25/07/2023 00:00:00","15.56","True","230"
"INFN","4.57","27.05","15/06/2007 00:00:00","83.11","True","6114"
"INHD","0.91","13.87","14/12/2023 00:00:00","93.44","True","88"
"INGN","7.44","282.92","14/09/2018 00:00:00","97.37","True","2005"
"INKT","0.97","20.03","11/11/2021 00:00:00","95.16","True","851"
"INFU","9.73","22.92","03/05/2021 00:00:00","57.55","True","1043"
"INCY","59.94","152.66","15/03/2017 00:00:00","60.74","True","2553"
"INMB","12.27","27.85","07/09/2021 00:00:00","55.96","True","916"
"INMD","21.91","97.86","02/11/2021 00:00:00","77.61","True","860"
"INLX","8.47","640.50","30/03/2012 00:00:00","98.68","True","4364"
"INM","0.34","1,559.25","03/01/2018 00:00:00","99.98","True","2259"
"INFY","19.21","26.20","14/01/2022 00:00:00","26.66","True","787"
"INNV","4.92","26.04","11/03/2021 00:00:00","81.11","True","1096"
"INN_E","6.56","19.22","26/06/2017 00:00:00","65.87","True","2450"
"INDB","52.70","98.62","12/03/2021 00:00:00","46.56","True","1095"
"INN_F","6.56","19.22","26/06/2017 00:00:00","65.87","True","2450"
"ING","14.88","47.18","25/04/2007 00:00:00","68.45","True","6165"
"INN","6.49","19.22","26/06/2017 00:00:00","66.26","True","2450"
"INPX","0.05","789,750,016.00","14/03/2014 00:00:00","100.00","True","3650"
"INGR","117.77","146.04","26/01/2018 00:00:00","19.36","True","2236"
"INSE","9.31","16.30","03/03/2023 00:00:00","42.88","True","374"
"INSP","198.10","326.08","14/07/2023 00:00:00","39.25","True","241"
"INST","21.32","28.35","13/07/2023 00:00:00","24.80","True","242"
"INTA","34.87","48.53","14/06/2023 00:00:00","28.16","True","271"
"INTEW","0.15","0.15","08/03/2024 00:00:00","0.00","True","3"
"INSW","52.16","54.27","30/01/2024 00:00:00","3.89","True","41"
"INO","11.09","2,292.00","03/03/2000 00:00:00","99.52","True","8774"
"INTE","10.83","10.87","10/01/2024 00:00:00","0.37","True","61"
"INTR","6.03","6.13","06/03/2024 00:00:00","1.64","True","5"
"INTS","5.00","9.88","13/12/2023 00:00:00","49.39","True","89"
"INSG","3.60","2,315.62","11/12/2000 00:00:00","99.84","True","8491"
"INSM","27.71","195.00","30/08/2000 00:00:00","85.79","True","8594"
"INOD","7.13","14.91","30/08/2023 00:00:00","52.18","True","194"
"INSI","15.97","25.75","07/08/1992 00:00:00","37.98","True","11539"
"INVO","1.22","189.44","03/11/2020 00:00:00","99.36","True","1224"
"INUV","0.47","60.80","29/12/2004 00:00:00","99.23","True","7012"
"INVH","34.99","45.34","31/12/2021 00:00:00","22.84","True","801"
"INVZW","0.35","0.35","11/03/2024 00:00:00","0.00","True","0"
"INVZ","1.47","16.00","23/12/2020 00:00:00","90.84","True","1174"
"INZY","6.30","30.20","01/09/2020 00:00:00","79.14","True","1287"
"IOBT","1.81","15.65","05/11/2021 00:00:00","88.40","True","857"
"INTG","19.85","58.69","24/02/2022 00:00:00","66.18","True","746"
"IONR","4.31","20.50","08/08/2022 00:00:00","78.98","True","581"
"INTZ","0.20","169.00","20/09/1995 00:00:00","99.88","True","10400"
"INTC","44.03","74.88","31/08/2000 00:00:00","41.20","True","8593"
"INTT","11.16","26.91","27/06/2023 00:00:00","58.53","True","258"
"IONQ","10.25","31.00","17/11/2021 00:00:00","66.94","True","845"
"IOT","39.89","39.89","11/03/2024 00:00:00","0.00","True","0"
"INTU","643.02","694.66","29/11/2021 00:00:00","7.43","True","833"
"INVA","14.82","34.36","11/07/2013 00:00:00","56.87","True","3896"
"IONM","0.34","157.00","13/09/2021 00:00:00","99.78","True","910"
"INVE","8.61","1,285.00","03/03/2000 00:00:00","99.33","True","8774"
"IOVA","15.37","159.00","07/06/2011 00:00:00","90.33","True","4661"
"IPDN","1.86","122.72","05/03/2013 00:00:00","98.48","True","4024"
"IPHA","2.67","8.20","11/05/2020 00:00:00","67.44","True","1400"
"IPA","1.82","42.75","09/12/2003 00:00:00","95.74","True","7398"
"IPGP","90.05","263.34","23/01/2018 00:00:00","65.80","True","2239"
"IOSP","124.76","125.97","07/03/2024 00:00:00","0.96","True","4"
"IPSC","5.25","31.93","13/08/2021 00:00:00","83.57","True","941"
"IPW","0.70","8.35","08/06/2021 00:00:00","91.60","True","1007"
"IP","35.92","61.63","29/01/2018 00:00:00","41.71","True","2233"
"IONS","44.34","86.14","08/04/2019 00:00:00","48.53","True","1799"
"IOR","16.10","17.24","21/02/2024 00:00:00","6.61","True","19"
"IPX","15.00","15.70","15/02/2024 00:00:00","4.46","True","25"
"IPAR","138.79","157.59","20/04/2023 00:00:00","11.93","True","326"
"IPXX","10.45","10.45","12/02/2024 00:00:00","0.00","True","28"
"IPXXW","0.15","0.15","06/03/2024 00:00:00","0.00","True","5"
"IPG","32.81","58.06","17/12/1999 00:00:00","43.48","True","8851"
"IPI","20.39","732.30","23/06/2008 00:00:00","97.22","True","5740"
"IPWR","12.89","112.50","10/03/2014 00:00:00","88.54","True","3654"
"IQ","4.09","44.20","20/06/2018 00:00:00","90.74","True","2091"
"IRAA","10.69","10.70","20/06/2023 00:00:00","0.09","True","265"
"IR","89.38","91.63","01/03/2024 00:00:00","2.46","True","10"
"IREN","5.51","24.80","19/11/2021 00:00:00","77.76","True","843"
"IQV","255.89","282.61","30/12/2021 00:00:00","9.45","True","802"
"IROH","9.98","10.02","20/02/2024 00:00:00","0.40","True","20"
"IRDM","29.33","67.26","21/04/2023 00:00:00","56.39","True","325"
"IRBT","10.57","161.16","27/01/2021 00:00:00","93.44","True","1139"
"IROHR","0.19","0.19","11/03/2024 00:00:00","0.00","True","0"
"IRMD","43.85","53.14","28/03/2022 00:00:00","17.48","True","714"
"IROHU","10.07","10.34","29/02/2024 00:00:00","2.61","True","11"
"IQI","9.71","16.19","18/11/1998 00:00:00","40.02","True","9245"
"IROHW","0.03","0.03","11/03/2024 00:00:00","0.00","True","0"
"IRON","62.00","540.00","15/03/2021 00:00:00","88.52","True","1092"
"IRRX","11.14","11.81","14/08/2023 00:00:00","5.67","True","210"
"IRIX","2.60","17.00","06/03/2000 00:00:00","84.71","True","8771"
"IRM","80.72","81.37","08/03/2024 00:00:00","0.80","True","3"
"IROQ","16.70","27.02","21/12/2021 00:00:00","38.18","True","811"
"IRTC","110.15","268.46","20/01/2021 00:00:00","58.97","True","1146"
"IRT","16.17","28.15","21/04/2022 00:00:00","42.56","True","690"
"ISPC","0.40","20.42","29/11/2021 00:00:00","98.02","True","833"
"ISPR","9.69","16.30","14/11/2023 00:00:00","40.55","True","118"
"ISPO","4.22","1,853.00","17/02/2022 00:00:00","99.77","True","753"
"ISPOW","0.01","4.39","03/03/2022 00:00:00","99.69","True","739"
"ISRL","10.78","10.78","11/03/2024 00:00:00","0.00","True","0"
"ISD","13.05","20.95","28/03/2013 00:00:00","37.69","True","4001"
"ISRLW","0.06","0.06","08/03/2024 00:00:00","0.00","True","3"
"IRWD","9.17","17.65","17/07/2018 00:00:00","48.04","True","2064"
"ISUN","0.19","26.77","25/01/2021 00:00:00","99.27","True","1141"
"ISTR","16.05","29.50","06/07/2018 00:00:00","45.59","True","2075"
